TransactionID,Date,Region,BranchID,BranchName,BranchManager,ProductCategory,ProductID,Quantity,UnitPrice,UnitCost,GrossSales,COGS,GrossProfit,OperationalCost,NetProfit,PaymentMethod,DayOfWeek
T006994,2020-07-27,North,B005,North - Coimbatore,Divya G,Health & Beauty,HEA-027,1,2979.1,1804.33,2979.1,1804.33,1174.77,313.25,861.52,Cash,Monday
T006995,2021-07-15,North,B006,North - Madurai,Karthik V,Grocery,GRO-033,2,2694.26,1408.97,5388.52,2817.94,2570.58,895.2,1675.38,UPI,Thursday
T006996,2021-01-12,North,B005,North - Coimbatore,Divya G,Toys,TOY-007,1,3427.47,2148.52,3427.47,2148.52,1278.95,312.09,966.86,Cash,Tuesday
T006997,2021-05-23,North,B007,North - Trichy,Sahana P,Grocery,GRO-049,2,4343.93,2177.98,8687.86,4355.96,4331.9,1312.28,3019.62,Card,Sunday
T006998,2019-09-18,North,B004,North - Chennai,Anil Rao,Grocery,GRO-034,1,1270.64,743.52,1270.64,743.52,527.12,139.0,388.12,Card,Wednesday
T006999,2019-07-21,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-008,3,2229.86,1289.44,6689.58,3868.32,2821.26,398.4,2422.86,Card,Sunday
T007000,2021-04-23,North,B004,North - Chennai,Anil Rao,Grocery,GRO-018,1,4820.64,2844.39,4820.64,2844.39,1976.25,679.16,1297.09,UPI,Friday
T007001,2020-08-26,West,B012,West - Mumbai,Vikram J,Grocery,GRO-001,1,3129.37,1942.63,3129.37,1942.63,1186.74,224.38,962.36,Card,Wednesday
T007002,2021-03-23,West,B012,West - Mumbai,Vikram J,Clothing,CLO-007,1,1048.01,570.67,1048.01,570.67,477.34,100.31,377.03,Card,Tuesday
T007003,2020-03-31,West,B013,West - Pune,Bhavani L,Clothing,CLO-019,1,4398.58,3313.75,4398.58,3313.75,1084.83,810.1,274.73,Cash,Tuesday
T007004,2019-01-04,West,B013,West - Pune,Bhavani L,Toys,TOY-037,1,4817.23,3759.09,4817.23,3759.09,1058.14,233.45,824.69,NetBanking,Friday
T007005,2020-04-21,South,B010,South - Mysore,Meera S,Electronics,ELE-047,2,17515.74,9021.57,35031.48,18043.14,16988.34,2278.73,14709.61,Card,Tuesday
T007006,2019-08-10,East,B002,East - Kolkata,Priya N,Grocery,GRO-027,2,763.66,568.24,1527.32,1136.48,390.84,220.28,170.56,Card,Saturday
T007007,2021-11-23,South,B010,South - Mysore,Meera S,Toys,TOY-010,2,3722.6,2890.4,7445.2,5780.8,1664.4,1225.85,438.55,Cash,Tuesday
T007008,2019-08-31,South,B008,South - Bangalore,Ravi K,Grocery,GRO-029,1,2613.37,1886.12,2613.37,1886.12,727.25,210.18,517.07,Card,Saturday
T007009,2020-12-06,South,B009,South - Mangalore,Nitin R,Grocery,GRO-042,1,3296.28,2456.21,3296.28,2456.21,840.07,595.38,244.69,Card,Sunday
T007010,2019-07-23,East,B003,East - Siliguri,Sunita M,Clothing,CLO-021,1,4681.86,2536.57,4681.86,2536.57,2145.29,199.15,1946.14,NetBanking,Tuesday
T007011,2020-05-05,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-032,1,1606.0,820.1,1606.0,820.1,785.9,247.58,538.32,Card,Tuesday
T007012,2020-04-21,West,B011,West - Ahmedabad,Kumar S,Electronics,ELE-010,1,5197.84,2868.14,5197.84,2868.14,2329.7,747.57,1582.13,NetBanking,Tuesday
T007013,2021-06-18,North,B007,North - Trichy,Sahana P,Toys,TOY-045,1,3026.74,1685.97,3026.74,1685.97,1340.77,83.05,1257.72,Card,Friday
T007014,2021-03-13,East,B003,East - Siliguri,Sunita M,Toys,TOY-044,2,2985.78,1568.73,5971.56,3137.46,2834.1,432.82,2401.28,Card,Saturday
T007015,2019-09-12,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-048,3,3071.75,1571.47,9215.25,4714.41,4500.84,1275.22,3225.62,Card,Thursday
T007016,2021-07-02,South,B010,South - Mysore,Meera S,Clothing,CLO-035,1,4312.69,3153.47,4312.69,3153.47,1159.22,365.43,793.79,Cash,Friday
T007017,2019-04-12,North,B006,North - Madurai,Karthik V,Home & Kitchen,HOM-022,1,1675.2,1278.63,1675.2,1278.63,396.57,194.51,202.06,Card,Friday
T007018,2021-09-26,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-045,1,514.93,348.15,514.93,348.15,166.78,116.18,50.6,Card,Sunday
T007019,2021-08-04,East,B003,East - Siliguri,Sunita M,Home & Kitchen,HOM-024,1,2213.47,1554.9,2213.47,1554.9,658.57,166.88,491.69,Cash,Wednesday
T007020,2020-09-28,North,B004,North - Chennai,Anil Rao,Grocery,GRO-024,1,3590.86,2093.63,3590.86,2093.63,1497.23,574.47,922.76,Card,Monday
T007021,2021-05-20,East,B002,East - Kolkata,Priya N,Health & Beauty,HEA-002,1,3839.21,2999.17,3839.21,2999.17,840.04,276.85,563.19,Cash,Thursday
T007022,2020-07-06,South,B010,South - Mysore,Meera S,Grocery,GRO-011,1,4231.34,3328.34,4231.34,3328.34,903.0,139.1,763.9,Card,Monday
T007023,2020-07-05,South,B009,South - Mangalore,Nitin R,Home & Kitchen,HOM-008,1,237.29,180.63,237.29,180.63,56.66,71.28,-14.62,Card,Sunday
T007024,2020-07-12,North,B005,North - Coimbatore,Divya G,Grocery,GRO-006,2,1101.02,585.24,2202.04,1170.48,1031.56,257.57,773.99,Cash,Sunday
T007025,2020-05-15,West,B012,West - Mumbai,Vikram J,Health & Beauty,HEA-025,1,2379.06,1737.19,2379.06,1737.19,641.87,373.43,268.44,Card,Friday
T007026,2021-01-11,West,B011,West - Ahmedabad,Kumar S,Toys,TOY-041,1,2954.84,1771.64,2954.84,1771.64,1183.2,553.9,629.3,UPI,Monday
T007027,2021-04-04,South,B009,South - Mangalore,Nitin R,Grocery,GRO-003,1,2151.2,1651.34,2151.2,1651.34,499.86,268.4,231.46,Card,Sunday
T007028,2019-03-04,North,B005,North - Coimbatore,Divya G,Grocery,GRO-027,1,4109.12,2145.05,4109.12,2145.05,1964.07,470.85,1493.22,Cash,Monday
T007029,2021-03-20,North,B005,North - Coimbatore,Divya G,Grocery,GRO-050,3,405.96,261.18,1217.88,783.54,434.34,91.89,342.45,Cash,Saturday
T007030,2019-10-02,East,B003,East - Siliguri,Sunita M,Grocery,GRO-005,1,1006.95,496.5,1006.95,496.5,510.45,136.52,373.93,Card,Wednesday
T007031,2019-01-23,North,B005,North - Coimbatore,Divya G,Grocery,GRO-019,1,1660.35,757.73,1660.35,757.73,902.62,243.37,659.25,Card,Wednesday
T007032,2021-09-12,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-023,1,1869.92,1223.45,1869.92,1223.45,646.47,260.52,385.95,UPI,Sunday
T007033,2019-12-15,West,B012,West - Mumbai,Vikram J,Grocery,GRO-023,1,2239.99,1558.05,2239.99,1558.05,681.94,159.4,522.54,Cash,Sunday
T007034,2021-09-04,East,B003,East - Siliguri,Sunita M,Toys,TOY-015,2,1232.36,881.82,2464.72,1763.64,701.08,281.97,419.11,Cash,Saturday
T007035,2021-05-25,East,B002,East - Kolkata,Priya N,Clothing,CLO-033,3,3581.07,2774.33,10743.21,8322.99,2420.22,416.76,2003.46,Card,Tuesday
T007036,2019-05-18,North,B005,North - Coimbatore,Divya G,Grocery,GRO-012,1,1610.54,1099.31,1610.54,1099.31,511.23,222.8,288.43,Wallet,Saturday
T007037,2021-06-04,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-036,2,1822.33,1397.47,3644.66,2794.94,849.72,142.4,707.32,Wallet,Friday
T007038,2020-10-01,West,B011,West - Ahmedabad,Kumar S,Toys,TOY-012,1,3978.01,2918.82,3978.01,2918.82,1059.19,218.43,840.76,Card,Thursday
T007039,2019-06-19,West,B012,West - Mumbai,Vikram J,Grocery,GRO-048,1,2450.22,1863.77,2450.22,1863.77,586.45,100.49,485.96,Card,Wednesday
T007040,2020-08-15,North,B005,North - Coimbatore,Divya G,Clothing,CLO-026,2,184.29,135.42,368.58,270.84,97.74,92.23,5.51,Card,Saturday
T007041,2019-01-11,South,B008,South - Bangalore,Ravi K,Clothing,CLO-009,2,3433.63,1649.47,6867.26,3298.94,3568.32,1265.22,2303.1,Card,Friday
T007042,2021-06-09,West,B012,West - Mumbai,Vikram J,Clothing,CLO-040,2,1347.65,689.06,2695.3,1378.12,1317.18,153.67,1163.51,Card,Wednesday
T007043,2020-05-10,West,B012,West - Mumbai,Vikram J,Grocery,GRO-029,3,2652.41,1610.32,7957.23,4830.96,3126.27,1334.26,1792.01,UPI,Sunday
T007044,2019-11-21,South,B009,South - Mangalore,Nitin R,Grocery,GRO-047,1,3297.11,2202.05,3297.11,2202.05,1095.06,100.36,994.7,UPI,Thursday
T007045,2019-12-06,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-049,1,1461.88,677.2,1461.88,677.2,784.68,172.44,612.24,Cash,Friday
T007046,2019-05-14,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-009,1,4987.81,3356.86,4987.81,3356.86,1630.95,801.04,829.91,Card,Tuesday
T007047,2021-08-02,South,B010,South - Mysore,Meera S,Grocery,GRO-050,2,1677.24,1194.52,3354.48,2389.04,965.44,587.78,377.66,Cash,Monday
T007048,2019-04-25,West,B012,West - Mumbai,Vikram J,Home & Kitchen,HOM-003,1,4257.12,3330.49,4257.12,3330.49,926.63,247.1,679.53,NetBanking,Thursday
T007049,2020-05-20,West,B013,West - Pune,Bhavani L,Toys,TOY-033,2,94.25,53.0,188.5,106.0,82.5,59.72,22.78,Card,Wednesday
T007050,2020-08-06,East,B003,East - Siliguri,Sunita M,Electronics,ELE-012,1,2298.26,1474.7,2298.26,1474.7,823.56,352.26,471.3,NetBanking,Thursday
T007051,2019-11-10,North,B006,North - Madurai,Karthik V,Grocery,GRO-014,1,2218.64,1770.9,2218.64,1770.9,447.74,399.0,48.74,Cash,Sunday
T007052,2021-10-28,North,B005,North - Coimbatore,Divya G,Clothing,CLO-014,1,1780.85,1410.78,1780.85,1410.78,370.07,152.57,217.5,UPI,Thursday
T007053,2019-10-24,North,B006,North - Madurai,Karthik V,Grocery,GRO-007,1,4380.77,2711.02,4380.77,2711.02,1669.75,300.41,1369.34,Card,Thursday
T007054,2021-12-24,South,B010,South - Mysore,Meera S,Grocery,GRO-020,1,3095.29,2338.38,3095.29,2338.38,756.91,285.02,471.89,Card,Friday
T007055,2020-11-04,South,B010,South - Mysore,Meera S,Toys,TOY-021,1,3073.19,2185.24,3073.19,2185.24,887.95,461.42,426.53,Card,Wednesday
T007056,2019-09-13,North,B004,North - Chennai,Anil Rao,Clothing,CLO-015,1,3773.13,2050.26,3773.13,2050.26,1722.87,589.84,1133.03,NetBanking,Friday
T007057,2019-05-17,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-037,4,3028.82,1519.94,12115.28,6079.76,6035.52,581.68,5453.84,UPI,Friday
T007058,2020-04-30,South,B008,South - Bangalore,Ravi K,Grocery,GRO-024,1,469.52,238.75,469.52,238.75,230.77,70.73,160.04,Card,Thursday
T007059,2020-10-01,East,B001,East - Bhubaneswar,Arun D,Toys,TOY-037,1,3244.61,2128.9,3244.61,2128.9,1115.71,436.99,678.72,UPI,Thursday
T007060,2019-06-14,South,B009,South - Mangalore,Nitin R,Health & Beauty,HEA-006,1,525.0,371.24,525.0,371.24,153.76,65.94,87.82,Card,Friday
T007061,2019-09-14,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-040,1,674.53,504.38,674.53,504.38,170.15,128.25,41.9,Card,Saturday
T007062,2020-11-09,West,B013,West - Pune,Bhavani L,Clothing,CLO-036,1,4343.12,2314.9,4343.12,2314.9,2028.22,357.43,1670.79,Card,Monday
T007063,2020-05-25,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-043,1,3540.94,2752.05,3540.94,2752.05,788.89,152.64,636.25,NetBanking,Monday
T007064,2019-08-11,East,B001,East - Bhubaneswar,Arun D,Health & Beauty,HEA-031,1,1554.07,1067.09,1554.07,1067.09,486.98,82.6,404.38,Card,Sunday
T007065,2019-12-25,North,B005,North - Coimbatore,Divya G,Clothing,CLO-016,1,4740.11,3684.57,4740.11,3684.57,1055.54,644.32,411.22,Cash,Wednesday
T007066,2021-03-11,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-030,1,3827.18,1913.94,3827.18,1913.94,1913.24,472.12,1441.12,Cash,Thursday
T007067,2020-11-25,South,B008,South - Bangalore,Ravi K,Grocery,GRO-032,1,3241.4,1542.17,3241.4,1542.17,1699.23,451.2,1248.03,Card,Wednesday
T007068,2021-07-16,West,B013,West - Pune,Bhavani L,Toys,TOY-024,3,4584.04,2176.92,13752.12,6530.76,7221.36,797.7,6423.66,Wallet,Friday
T007069,2021-03-07,East,B002,East - Kolkata,Priya N,Grocery,GRO-016,3,3551.29,2262.87,10653.87,6788.61,3865.26,810.16,3055.1,UPI,Sunday
T007070,2021-02-18,North,B007,North - Trichy,Sahana P,Home & Kitchen,HOM-006,1,4097.57,3272.51,4097.57,3272.51,825.06,677.29,147.77,Cash,Thursday
T007071,2019-05-12,North,B005,North - Coimbatore,Divya G,Electronics,ELE-026,2,2371.91,1256.74,4743.82,2513.48,2230.34,525.71,1704.63,Cash,Sunday
T007072,2019-09-24,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-009,1,2079.6,974.54,2079.6,974.54,1105.06,150.83,954.23,Cash,Tuesday
T007073,2020-08-26,North,B004,North - Chennai,Anil Rao,Clothing,CLO-044,1,4473.64,2915.93,4473.64,2915.93,1557.71,468.85,1088.86,NetBanking,Wednesday
T007074,2019-11-21,South,B009,South - Mangalore,Nitin R,Electronics,ELE-014,1,8093.89,6377.02,8093.89,6377.02,1716.87,1304.64,412.23,UPI,Thursday
T007075,2019-01-17,South,B010,South - Mysore,Meera S,Grocery,GRO-005,1,4612.35,2809.74,4612.35,2809.74,1802.61,231.87,1570.74,Card,Thursday
T007076,2020-04-06,North,B006,North - Madurai,Karthik V,Electronics,ELE-036,1,22591.78,10213.63,22591.78,10213.63,12378.15,1933.84,10444.31,Cash,Monday
T007077,2019-03-30,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-039,1,4873.22,2454.48,4873.22,2454.48,2418.74,840.15,1578.59,Card,Saturday
T007078,2021-03-27,South,B009,South - Mangalore,Nitin R,Clothing,CLO-021,1,3169.71,2472.27,3169.71,2472.27,697.44,289.29,408.15,Card,Saturday
T007079,2021-12-01,South,B008,South - Bangalore,Ravi K,Health & Beauty,HEA-041,1,3177.14,1752.63,3177.14,1752.63,1424.51,437.44,987.07,Card,Wednesday
T007080,2020-09-29,South,B008,South - Bangalore,Ravi K,Grocery,GRO-024,1,1778.45,1188.64,1778.45,1188.64,589.81,291.88,297.93,NetBanking,Tuesday
T007081,2019-03-15,East,B003,East - Siliguri,Sunita M,Grocery,GRO-009,1,889.28,538.84,889.28,538.84,350.44,146.62,203.82,Card,Friday
T007082,2020-09-27,South,B009,South - Mangalore,Nitin R,Clothing,CLO-035,1,3927.37,2643.72,3927.37,2643.72,1283.65,218.4,1065.25,Card,Sunday
T007083,2020-07-27,West,B012,West - Mumbai,Vikram J,Clothing,CLO-015,1,1675.49,1156.75,1675.49,1156.75,518.74,207.59,311.15,Cash,Monday
T007084,2021-06-24,East,B003,East - Siliguri,Sunita M,Grocery,GRO-004,2,3790.37,2612.65,7580.74,5225.3,2355.44,448.6,1906.84,Card,Thursday
T007085,2021-08-09,South,B009,South - Mangalore,Nitin R,Grocery,GRO-048,1,2834.5,2080.67,2834.5,2080.67,753.83,453.56,300.27,Card,Monday
T007086,2020-03-25,West,B013,West - Pune,Bhavani L,Toys,TOY-008,5,2391.7,1724.97,11958.5,8624.85,3333.65,1326.03,2007.62,UPI,Wednesday
T007087,2021-07-03,South,B009,South - Mangalore,Nitin R,Toys,TOY-035,1,4923.61,2644.88,4923.61,2644.88,2278.73,795.4,1483.33,Card,Saturday
T007088,2019-09-14,West,B012,West - Mumbai,Vikram J,Toys,TOY-013,4,646.17,356.72,2584.68,1426.88,1157.8,378.63,779.17,UPI,Saturday
T007089,2020-05-13,East,B003,East - Siliguri,Sunita M,Grocery,GRO-018,1,285.37,204.05,285.37,204.05,81.32,35.2,46.12,Card,Wednesday
T007090,2019-03-10,South,B010,South - Mysore,Meera S,Grocery,GRO-006,1,584.15,370.76,584.15,370.76,213.39,92.53,120.86,UPI,Sunday
T007091,2021-06-21,North,B007,North - Trichy,Sahana P,Grocery,GRO-028,1,2672.44,1786.54,2672.44,1786.54,885.9,396.4,489.5,NetBanking,Monday
T007092,2021-07-09,East,B003,East - Siliguri,Sunita M,Toys,TOY-039,1,4350.24,2620.46,4350.24,2620.46,1729.78,300.18,1429.6,Card,Friday
T007093,2019-03-29,North,B004,North - Chennai,Anil Rao,Clothing,CLO-044,1,583.2,349.1,583.2,349.1,234.1,85.57,148.53,Cash,Friday
T007094,2020-09-05,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-016,1,1145.34,564.04,1145.34,564.04,581.3,239.2,342.1,Card,Saturday
T007095,2019-12-25,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-026,1,1417.2,795.54,1417.2,795.54,621.66,75.12,546.54,Card,Wednesday
T007096,2021-03-07,West,B013,West - Pune,Bhavani L,Grocery,GRO-029,1,4953.64,3630.86,4953.64,3630.86,1322.78,543.93,778.85,Card,Sunday
T007097,2020-12-11,South,B009,South - Mangalore,Nitin R,Toys,TOY-036,2,2626.54,1211.5,5253.08,2423.0,2830.08,954.09,1875.99,Wallet,Friday
T007098,2019-07-17,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-037,1,3641.48,2531.62,3641.48,2531.62,1109.86,592.68,517.18,Card,Wednesday
T007099,2020-01-07,North,B005,North - Coimbatore,Divya G,Grocery,GRO-014,1,4805.14,2368.87,4805.14,2368.87,2436.27,582.5,1853.77,Card,Tuesday
T007100,2019-12-14,West,B013,West - Pune,Bhavani L,Health & Beauty,HEA-044,1,1079.18,709.95,1079.18,709.95,369.23,80.59,288.64,Card,Saturday
T007101,2021-11-21,East,B003,East - Siliguri,Sunita M,Grocery,GRO-040,5,3003.32,1578.86,15016.6,7894.3,7122.3,793.81,6328.49,NetBanking,Sunday
T007102,2021-06-24,East,B002,East - Kolkata,Priya N,Clothing,CLO-009,1,1317.17,914.57,1317.17,914.57,402.6,55.57,347.03,Cash,Thursday
T007103,2020-10-11,North,B006,North - Madurai,Karthik V,Toys,TOY-004,1,4534.78,3437.99,4534.78,3437.99,1096.79,333.3,763.49,Card,Sunday
T007104,2021-07-14,West,B012,West - Mumbai,Vikram J,Electronics,ELE-039,1,5429.7,3729.04,5429.7,3729.04,1700.66,317.44,1383.22,Card,Wednesday
T007105,2019-09-23,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-027,1,4120.45,2642.1,4120.45,2642.1,1478.35,687.26,791.09,Cash,Monday
T007106,2019-01-20,East,B003,East - Siliguri,Sunita M,Home & Kitchen,HOM-003,1,3441.59,1733.08,3441.59,1733.08,1708.51,567.39,1141.12,Card,Sunday
T007107,2021-01-05,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-010,1,969.37,608.16,969.37,608.16,361.21,157.93,203.28,Card,Tuesday
T007108,2021-01-29,West,B012,West - Mumbai,Vikram J,Grocery,GRO-046,3,2793.24,1943.87,8379.72,5831.61,2548.11,620.43,1927.68,NetBanking,Friday
T007109,2019-04-19,North,B005,North - Coimbatore,Divya G,Grocery,GRO-010,4,1857.16,977.12,7428.64,3908.48,3520.16,1170.45,2349.71,Card,Friday
T007110,2020-06-20,East,B001,East - Bhubaneswar,Arun D,Electronics,ELE-003,1,18778.8,12358.25,18778.8,12358.25,6420.55,2385.18,4035.37,Card,Saturday
T007111,2019-12-11,East,B002,East - Kolkata,Priya N,Grocery,GRO-016,1,3201.3,2087.22,3201.3,2087.22,1114.08,433.16,680.92,Card,Wednesday
T007112,2019-04-15,East,B001,East - Bhubaneswar,Arun D,Electronics,ELE-002,1,17599.79,10725.69,17599.79,10725.69,6874.1,839.19,6034.91,NetBanking,Monday
T007113,2019-06-23,North,B007,North - Trichy,Sahana P,Clothing,CLO-027,4,2307.39,1829.57,9229.56,7318.28,1911.28,411.67,1499.61,Cash,Sunday
T007114,2020-08-05,North,B004,North - Chennai,Anil Rao,Health & Beauty,HEA-008,1,382.11,173.83,382.11,173.83,208.28,82.56,125.72,UPI,Wednesday
T007115,2019-07-03,North,B004,North - Chennai,Anil Rao,Grocery,GRO-047,1,1413.02,912.24,1413.02,912.24,500.78,216.46,284.32,Card,Wednesday
T007116,2020-11-10,South,B009,South - Mangalore,Nitin R,Grocery,GRO-026,1,756.4,570.87,756.4,570.87,185.53,120.8,64.73,Card,Tuesday
T007117,2020-09-06,North,B005,North - Coimbatore,Divya G,Clothing,CLO-024,3,4765.84,2297.82,14297.52,6893.46,7404.06,2419.68,4984.38,UPI,Sunday
T007118,2021-10-16,West,B012,West - Mumbai,Vikram J,Clothing,CLO-034,1,3835.41,1955.03,3835.41,1955.03,1880.38,618.93,1261.45,NetBanking,Saturday
T007119,2020-01-15,South,B010,South - Mysore,Meera S,Health & Beauty,HEA-040,2,1633.16,1218.57,3266.32,2437.14,829.18,474.0,355.18,Card,Wednesday
T007120,2021-04-22,South,B008,South - Bangalore,Ravi K,Electronics,ELE-020,1,23446.97,12746.23,23446.97,12746.23,10700.74,3003.59,7697.15,UPI,Thursday
T007121,2019-05-15,South,B008,South - Bangalore,Ravi K,Home & Kitchen,HOM-021,1,3016.74,1369.09,3016.74,1369.09,1647.65,342.26,1305.39,Card,Wednesday
T007122,2020-05-30,South,B010,South - Mysore,Meera S,Grocery,GRO-037,1,4068.98,2019.42,4068.98,2019.42,2049.56,589.0,1460.56,Cash,Saturday
T007123,2020-09-11,East,B002,East - Kolkata,Priya N,Clothing,CLO-036,1,4111.49,3090.76,4111.49,3090.76,1020.73,199.82,820.91,UPI,Friday
T007124,2020-08-23,North,B004,North - Chennai,Anil Rao,Grocery,GRO-028,2,3426.99,2731.32,6853.98,5462.64,1391.34,909.33,482.01,Card,Sunday
T007125,2019-02-16,South,B009,South - Mangalore,Nitin R,Grocery,GRO-049,1,4246.82,2174.31,4246.82,2174.31,2072.51,485.06,1587.45,NetBanking,Saturday
T007126,2019-06-29,East,B003,East - Siliguri,Sunita M,Grocery,GRO-022,1,3359.72,1678.43,3359.72,1678.43,1681.29,265.3,1415.99,Card,Saturday
T007127,2019-05-01,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-001,1,2620.97,1320.87,2620.97,1320.87,1300.1,484.19,815.91,Cash,Wednesday
T007128,2021-04-27,West,B012,West - Mumbai,Vikram J,Toys,TOY-041,2,2843.49,1501.11,5686.98,3002.22,2684.76,530.43,2154.33,Wallet,Tuesday
T007129,2019-10-04,South,B009,South - Mangalore,Nitin R,Health & Beauty,HEA-003,1,4457.69,3256.01,4457.69,3256.01,1201.68,297.23,904.45,UPI,Friday
T007130,2021-12-02,West,B013,West - Pune,Bhavani L,Home & Kitchen,HOM-008,1,3563.76,2686.96,3563.76,2686.96,876.8,579.54,297.26,Card,Thursday
T007131,2021-05-04,South,B009,South - Mangalore,Nitin R,Health & Beauty,HEA-050,1,2271.27,1205.81,2271.27,1205.81,1065.46,232.69,832.77,UPI,Tuesday
T007132,2020-04-06,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-027,1,1122.75,866.68,1122.75,866.68,256.07,83.87,172.2,NetBanking,Monday
T007133,2021-08-18,East,B002,East - Kolkata,Priya N,Toys,TOY-026,1,717.19,425.03,717.19,425.03,292.16,57.04,235.12,NetBanking,Wednesday
T007134,2020-12-17,South,B009,South - Mangalore,Nitin R,Grocery,GRO-046,1,1021.93,583.6,1021.93,583.6,438.33,80.56,357.77,Cash,Thursday
T007135,2021-11-13,North,B004,North - Chennai,Anil Rao,Clothing,CLO-020,1,1000.92,707.55,1000.92,707.55,293.37,153.93,139.44,UPI,Saturday
T007136,2020-12-28,South,B009,South - Mangalore,Nitin R,Grocery,GRO-007,1,4235.13,2813.58,4235.13,2813.58,1421.55,377.27,1044.28,Wallet,Monday
T007137,2019-03-05,North,B006,North - Madurai,Karthik V,Grocery,GRO-023,1,3960.62,2387.27,3960.62,2387.27,1573.35,381.23,1192.12,Card,Tuesday
T007138,2020-07-16,West,B011,West - Ahmedabad,Kumar S,Electronics,ELE-024,2,14417.23,10387.67,28834.46,20775.34,8059.12,3713.19,4345.93,Card,Thursday
T007139,2019-01-17,North,B007,North - Trichy,Sahana P,Home & Kitchen,HOM-037,1,410.35,248.86,410.35,248.86,161.49,31.41,130.08,UPI,Thursday
T007140,2019-07-15,North,B007,North - Trichy,Sahana P,Toys,TOY-039,1,672.23,329.43,672.23,329.43,342.8,66.0,276.8,NetBanking,Monday
T007141,2021-09-11,South,B009,South - Mangalore,Nitin R,Clothing,CLO-023,1,3550.94,1836.74,3550.94,1836.74,1714.2,610.1,1104.1,Card,Saturday
T007142,2020-08-18,South,B009,South - Mangalore,Nitin R,Electronics,ELE-033,1,13892.92,10094.8,13892.92,10094.8,3798.12,312.32,3485.8,Card,Tuesday
T007143,2021-07-14,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-041,1,4854.94,3425.27,4854.94,3425.27,1429.67,833.03,596.64,Card,Wednesday
T007144,2020-01-24,East,B003,East - Siliguri,Sunita M,Toys,TOY-020,1,4781.66,2262.24,4781.66,2262.24,2519.42,145.85,2373.57,Cash,Friday
T007145,2020-09-11,North,B004,North - Chennai,Anil Rao,Grocery,GRO-008,1,3222.98,2436.38,3222.98,2436.38,786.6,563.57,223.03,Wallet,Friday
T007146,2021-03-04,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-040,1,1792.56,1053.03,1792.56,1053.03,739.53,131.97,607.56,NetBanking,Thursday
T007147,2019-07-21,South,B010,South - Mysore,Meera S,Electronics,ELE-045,1,19936.01,14440.74,19936.01,14440.74,5495.27,1227.74,4267.53,Cash,Sunday
T007148,2021-04-04,East,B002,East - Kolkata,Priya N,Electronics,ELE-001,1,7574.94,4912.7,7574.94,4912.7,2662.24,408.8,2253.44,Card,Sunday
T007149,2020-12-15,South,B009,South - Mangalore,Nitin R,Clothing,CLO-019,1,3506.86,2099.03,3506.86,2099.03,1407.83,244.42,1163.41,Cash,Tuesday
T007150,2020-08-07,West,B013,West - Pune,Bhavani L,Home & Kitchen,HOM-035,1,4384.49,2533.74,4384.49,2533.74,1850.75,564.21,1286.54,Card,Friday
T007151,2021-09-15,South,B010,South - Mysore,Meera S,Clothing,CLO-008,1,2674.31,1748.46,2674.31,1748.46,925.85,229.12,696.73,Cash,Wednesday
T007152,2021-08-09,West,B013,West - Pune,Bhavani L,Electronics,ELE-018,1,23640.93,17838.46,23640.93,17838.46,5802.47,985.81,4816.66,Card,Monday
T007153,2019-01-09,East,B001,East - Bhubaneswar,Arun D,Toys,TOY-018,1,1663.07,1143.13,1663.07,1143.13,519.94,304.2,215.74,Card,Wednesday
T007154,2019-10-18,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-012,1,2813.27,2072.44,2813.27,2072.44,740.83,124.53,616.3,NetBanking,Friday
T007155,2020-08-20,East,B003,East - Siliguri,Sunita M,Clothing,CLO-019,1,3513.17,2049.85,3513.17,2049.85,1463.32,372.07,1091.25,Card,Thursday
T007156,2019-03-25,East,B003,East - Siliguri,Sunita M,Clothing,CLO-021,3,3767.01,2559.19,11301.03,7677.57,3623.46,616.86,3006.6,Card,Monday
T007157,2021-10-30,North,B006,North - Madurai,Karthik V,Grocery,GRO-043,1,3937.88,3099.62,3937.88,3099.62,838.26,489.45,348.81,NetBanking,Saturday
